GPA,Number_Of_Professional_Connections,Earnings,Major,Graduation_Year,Number_Of_Credits,Number_Of_Parking_Tickets
3.02,16,13300.81,Vocational,1976,121,1
3.11,19,13307.1,Vocational,1983,122,0
1.9,26,13200.77,Vocational,1992,123,0
3.82,39,13397.55,Vocational,1986,122,4
2.87,52,13297.78,Vocational,1976,120,0
2.87,21,13279.05,Vocational,1985,123,3
1.92,12,13186.24,Vocational,1990,120,1
2.62,16,13242.15,Vocational,2009,123,1
1.87,13,13180.07,Vocational,1998,120,0
1.68,9,13166.27,Vocational,1976,122,2
2.59,3,13265.23,Vocational,1978,124,1
1.51,2,13162.11,Vocational,1986,122,0
2.6,174,13270.56,Vocational,1999,121,1
2.14,18,13215.78,Vocational,1998,121,1
1.62,45,13152.07,Vocational,1962,120,1
2.26,40,13223.08,Vocational,1965,120,3
1.59,43,13158.65,Vocational,1985,121,0
1.57,25,13165.54,Vocational,1982,122,0
2.42,10,13243.19,Vocational,1994,120,0
1.76,32,13172.35,Vocational,1972,120,1
2.81,7,13291.83,Vocational,1962,122,0
2.2,40,13225.53,Vocational,2007,120,0
2.71,8,13258.24,Vocational,2013,120,0
2.25,18,13233.43,Vocational,1995,122,1
2.02,18,13211.65,Vocational,2001,121,0
2.6,99,13255.97,Vocational,1964,121,1
2.92,1,13296.25,Vocational,2008,121,1
2.66,17,13293.22,Vocational,1990,121,1
2.99,2,13293.65,Vocational,1994,125,4
1.89,1,13186.5,Vocational,2008,125,0
2.12,29,13211.37,Vocational,1988,120,1
1.98,57,13192.73,Vocational,1994,123,1
3.23,8,13318.66,Vocational,1995,126,1
1.72,12,13171.66,Vocational,1987,122,0
2.96,18,13293.2,Vocational,2008,122,0
2.28,7,13234.04,Vocational,2006,122,0
2.17,58,13220.34,Vocational,1965,122,1
2.52,3,13251.48,Vocational,1989,123,0
1.55,42,13153.17,Vocational,2002,121,1
1.99,12,13189.23,Vocational,1968,120,1
1.91,29,13204.16,Vocational,2013,120,1
2.75,50,13277.66,Vocational,1994,122,1
3.02,5,13296.61,Vocational,1987,123,0
2.49,77,13231.62,Vocational,1971,124,1
2.64,47,13258.12,Vocational,1966,122,1
3.04,8,13300.13,Vocational,1964,123,0
1.93,2,13199.01,Vocational,2009,121,0
2,49,13193.93,Vocational,2009,120,0
1.9,26,13192.44,Vocational,1978,121,0
2.67,17,13256.3,Vocational,1971,129,2
2.85,15,13298.06,Vocational,2001,121,1
2.71,58,13258.59,Vocational,1979,126,0
2.22,16,13234.83,Vocational,1972,123,0
2.1,31,13202.94,Vocational,2014,121,2
2.49,19,13241.53,Vocational,2006,120,0
2.38,39,13245.13,Vocational,2013,120,2
3.73,19,13372.32,Vocational,1973,124,1
2.42,6,13240.52,Vocational,1986,122,1
2.6,68,13259.86,Vocational,1974,120,0
3,19,13311.61,Vocational,1991,121,0
2.75,4,13273.07,Vocational,2012,120,0
2.65,1,13271.19,Vocational,1970,120,0
2.66,25,13281.76,Vocational,1984,125,0
2.06,9,13215.94,Vocational,2002,121,1
2.06,44,13191.44,Vocational,2007,123,0
2.89,11,13297.12,Vocational,2002,122,0
2.63,84,13261.86,Vocational,1967,122,0
2.88,7,13298.37,Vocational,2009,121,0
2.48,45,13260.37,Vocational,1999,121,0
2.48,21,13252.6,Vocational,1972,121,0
2.1,12,13215.72,Vocational,1995,121,0
1.9,11,13200.08,Vocational,1973,120,0
2.57,6,13244.87,Vocational,1972,121,1
2.45,46,13240.87,Vocational,1977,120,0
1.53,14,13155.51,Vocational,1964,121,1
2.8,3,13274.42,Vocational,1973,121,1
3,1,13297.23,Vocational,1962,120,1
2.62,5,13243.63,Vocational,1964,125,1
1.56,15,13155.48,Vocational,1994,127,1
1.23,24,13121.09,Vocational,1994,121,1
1.82,9,13182.71,Vocational,2001,122,0
2.74,15,13275.35,Vocational,2004,122,5
2.54,54,13245.74,Vocational,2009,124,1
2.43,75,13253.58,Vocational,1987,120,0
2.6,3,13257.21,Vocational,1987,122,1
2.02,5,13198.1,Vocational,1967,122,0
3.16,27,13324.2,Vocational,1977,122,1
2.48,50,13243.14,Vocational,1976,121,3
2.41,12,13248.24,Vocational,2010,123,0
2.27,21,13235.84,Vocational,1975,126,1
2.42,21,13237.43,Vocational,1987,124,0
2.47,76,13219.1,Vocational,1997,122,3
3.71,1,13361.59,Vocational,1974,120,0
3.05,54,13301.87,Vocational,2006,121,1
1.59,9,13170.98,Vocational,2009,120,0
2.62,14,13253.09,Vocational,1982,122,1
3.1,49,13316.02,Vocational,1962,120,1
2.93,1,13300.5,Vocational,1968,121,0
2.6,5,13264.82,Vocational,1980,121,2
2.87,69,13288.52,Vocational,1989,129,0
3.29,2,13333.73,Vocational,2002,121,0
2.55,23,13250.2,Vocational,1966,120,0
2.55,15,13247.98,Vocational,1971,121,0
3.23,2,13328.58,Vocational,1978,125,0
2.27,7,13232.91,Vocational,2010,123,0
2.61,40,13279.32,Vocational,1990,122,1
3.06,7,13308.19,Vocational,1962,124,0
1.92,36,13180.99,Vocational,2000,120,0
2.29,7,13211.02,Vocational,1969,123,0
2.17,4,13204.05,Vocational,1975,120,0
3.32,9,13323.14,Vocational,2007,121,1
2.48,14,13242.05,Vocational,2009,121,1
2.51,7,13256.13,Vocational,1985,122,0
2.81,53,13285.27,Vocational,2006,122,1
1.96,27,13215.76,Vocational,1984,124,1
1.88,3,13195.79,Vocational,1991,120,2
2.43,6,13249.19,Vocational,1986,124,1
2.54,33,13254.05,Vocational,1991,121,0
2.72,34,13265.25,Vocational,2012,121,1
2.94,5,13303.56,Vocational,1980,123,0
1.97,33,13200.54,Vocational,1991,122,0
2.63,10,13276.41,Vocational,1969,122,1
2.11,45,13198.82,Vocational,2004,125,0
2.21,15,13208.68,Vocational,1978,127,0
1.82,22,13181.84,Vocational,1997,121,0
2.15,46,13224.34,Vocational,2000,122,0
3.63,43,13373.68,Vocational,1977,120,1
2.91,38,13296.84,Vocational,1970,122,2
3.17,3,13340.59,Vocational,1975,123,1
2.85,6,13290.53,Vocational,1969,122,1
3.53,4,13373.05,Vocational,1991,121,0
2.63,4,13251.67,Vocational,1978,120,0
2.4,6,13248.93,Vocational,1995,121,1
2.58,6,13259.77,Vocational,1989,120,0
2.36,27,13203.33,Vocational,2007,124,1
2.91,2,13284.86,Vocational,1962,121,0
2.97,6,13286.46,Vocational,2015,120,0
1.6,36,13164.76,Vocational,1997,122,2
2.18,18,13221,Vocational,1999,120,1
2.75,3,13274.6,Vocational,1989,123,1
2.74,8,13260.73,Vocational,1963,122,1
2.02,11,13202.44,Vocational,1995,123,2
1.69,25,13158.63,Vocational,1990,120,0
2.22,27,13220.9,Vocational,1961,125,1
2.41,3,13248.82,Vocational,2009,121,0
2.79,25,13272.72,Vocational,2001,121,0
2.68,0,13276.23,Vocational,2008,121,1
2.29,8,13222.38,Vocational,1969,126,2
2.61,2,13259.84,Vocational,1988,120,1
2.67,32,13275.98,Vocational,1981,122,1
2.16,3,13222.73,Vocational,1988,123,0
2.72,6,13286.2,Vocational,1963,124,1
1.58,0,13155.91,Vocational,1968,120,0
2.64,19,13270.23,Vocational,1969,121,0
2.66,13,13259.6,Vocational,1982,120,2
1.84,18,13191.83,Vocational,1972,120,0
2.4,20,13225.78,Vocational,2007,122,1
2.19,7,13217.91,Vocational,2006,122,1
2.8,13,13296.83,Vocational,1961,126,1
2.38,15,13242.33,Vocational,2015,121,1
2.09,41,13208.44,Vocational,1993,126,2
2.9,12,13297.28,Vocational,2003,122,0
2.3,5,13229.02,Vocational,2005,121,1
2.56,26,13259.69,Vocational,1961,123,1
2.98,80,13299.42,Vocational,1995,120,0
2.52,14,13276.22,Vocational,2002,123,0
2.72,28,13263.73,Vocational,1974,121,2
3.24,10,13332.19,Vocational,1990,120,0
2.87,27,13288.62,Vocational,2011,122,0
1.78,19,13191.93,Vocational,2014,120,1
3.03,5,13304.44,Vocational,1998,120,0
2.58,6,13265.6,Vocational,2006,124,1
2.88,10,13293.07,Vocational,1999,120,2
3.6,17,13349.42,Vocational,1998,120,0
2.81,3,13265.92,Vocational,1974,121,1
1.77,7,13160.36,Vocational,1974,120,1
2.76,8,13277.64,Vocational,1981,120,1
2.72,1,13268.66,Vocational,2009,120,1
1.8,8,13179.56,Vocational,2005,122,5
2.51,9,13260.7,Vocational,1997,120,1
1.73,30,13175.92,Vocational,2000,121,0
2.02,8,13192.02,Vocational,2002,120,5
2.92,71,13281.92,Vocational,1998,122,0
2.64,31,13252.5,Vocational,1996,120,1
2.91,14,13307.93,Vocational,2010,120,1
1.6,28,13159.35,Vocational,1981,128,1
2.56,1,13256.5,Vocational,1994,124,4
2.02,20,13189.12,Vocational,1962,123,0
2.86,14,13293.24,Vocational,2009,124,1
2.26,80,13220.61,Vocational,1971,122,1
3.17,30,13318.39,Vocational,1962,121,0
1.93,11,13200.04,Vocational,2006,123,0
2.48,23,13244.7,Vocational,1996,127,1
3.35,11,13328.06,Vocational,1978,123,0
3.26,10,13329.5,Vocational,1987,123,0
2.68,24,13274.08,Vocational,1962,121,0
2.87,6,13283.68,Vocational,2007,121,1
2.45,26,13238.65,Vocational,1963,122,1
2.68,2,13271.24,Vocational,1982,122,0
2.91,9,13304.34,Vocational,1998,122,2
2.35,19,13239.11,Vocational,1965,120,0
1.99,21,13193.18,Vocational,1984,121,1
2.8,3,13276.1,Vocational,1973,121,2
2.28,20,13210.33,Vocational,2010,123,0
3.11,25,13319.52,Vocational,1961,129,0
2.67,18,13269.72,Vocational,2009,122,1
2.86,10,13272.94,Vocational,1967,121,1
2.77,11,13297.36,Vocational,1997,121,3
3.17,12,13307.27,Vocational,1967,122,3
2.98,29,13297.92,Vocational,1990,124,2
2.51,14,13253.67,Vocational,1975,124,0
2.48,99,13246.86,Vocational,1994,122,2
2.35,5,13237.76,Vocational,1965,122,2
2.12,15,13224.74,Vocational,1982,122,1
1.93,36,13180.82,Vocational,2002,124,0
3,14,13288.64,Vocational,1973,123,1
1.26,1,13139.54,Vocational,2011,121,1
3.22,15,13318.06,Vocational,1999,122,0
2.8,6,13281.14,Vocational,1962,121,1
2.51,4,13254.18,Vocational,1992,123,1
2.31,1,13227.11,Vocational,2010,121,4
1.92,59,13203.17,Vocational,2002,122,1
3.38,0,13329.85,Vocational,1978,123,1
2.17,2,13202.12,Vocational,2014,121,1
2.72,27,13268.16,Vocational,1980,123,1
2.51,26,13259.41,Vocational,2015,125,0
2.4,23,13226.85,Vocational,1970,121,2
2.1,22,13210.02,Vocational,1974,121,1
2.44,17,13259.86,Vocational,1981,123,1
2.58,18,13256.41,Vocational,1967,129,2
2.82,17,13274.09,Vocational,2011,120,0
2.53,1,13244.45,Vocational,2013,120,0
1.7,21,13171.89,Vocational,1985,121,1
3.15,17,13319.85,Vocational,1976,122,2
2.09,5,13205.91,Vocational,1999,120,1
3.03,40,13290.98,Vocational,1966,122,0
2.26,39,13217.3,Vocational,2005,124,3
2.94,28,13287.29,Vocational,1979,121,1
2.29,3,13224.16,Vocational,2002,121,1
2.11,4,13215.5,Vocational,1998,126,1
2.11,21,13214.14,Vocational,2003,120,0
2.44,5,13264.4,Vocational,1982,122,2
2.49,7,13246.69,Vocational,1983,129,1
2.62,32,13237.15,Vocational,1975,121,0
2.5,4,13264.51,Vocational,1986,121,1
2.73,11,13270.89,Vocational,1997,120,3
2.88,3,13285.3,Vocational,2005,121,0
2.47,3,13244.74,Vocational,2008,122,0
1.99,0,13196.09,Vocational,1978,137,0
2.18,7,13216.64,Vocational,1965,121,0
2.68,6,13261.72,Vocational,1962,122,2
2.87,1,13273.02,Vocational,1962,120,1
2.62,10,13283.91,Vocational,1962,121,1
2.89,38,13282.32,Vocational,1993,120,1
2.21,8,13214.55,Vocational,1971,121,1
2.05,8,13206.68,Vocational,1964,121,1
2.04,8,13208.04,Vocational,1999,126,0
2.8,66,13272.46,Vocational,1993,122,3
2.29,22,13237.71,Vocational,1964,122,2
2.62,1,13258.85,Vocational,1987,121,4
2.48,9,13232.45,Vocational,1968,121,3
2.49,8,13251.19,Vocational,1998,122,1
2.09,10,13196.33,Vocational,1967,124,1
3.04,65,13303.28,Vocational,1970,120,1
2.33,110,13260.34,Vocational,1981,122,0
2.13,14,13218.54,Vocational,2003,122,0
2.8,31,13295,Vocational,1961,120,2
2.61,0,13261.44,Vocational,1991,120,1
2.21,33,13219.18,Vocational,1975,121,0
2.46,29,13243.72,Vocational,1964,122,1
2.21,2,13209.14,Vocational,1967,123,1
3.01,25,13313.49,Vocational,1973,120,0
2.37,23,13235.69,Vocational,1986,121,2
2.35,14,13218.76,Vocational,1983,121,0
2.42,1,13245.52,Vocational,1998,123,0
2.81,16,13291.44,Vocational,1999,122,0
2.48,5,13256.77,Vocational,1988,122,0
2.97,6,13293.77,Vocational,1991,121,1
2.12,9,13205.35,Vocational,1997,120,0
3.14,5,13323.56,Vocational,1977,120,1
2.69,12,13272.8,Vocational,1994,120,0
2.64,42,13280.11,Vocational,1977,121,0
2.95,5,13279.56,Vocational,1976,122,0
2.59,8,13249.8,Vocational,1969,121,1
2.74,70,13285.61,Vocational,1969,122,1
2.6,21,13269.41,Vocational,1982,120,1
2.28,12,13222.85,Vocational,1988,124,0
2.28,13,13212.55,Vocational,1979,121,0
2.32,23,13224.78,Vocational,1968,120,2
2.82,7,13274.93,Vocational,1977,121,0
2.31,7,13218.1,Vocational,2014,121,0
2.46,14,13232.76,Vocational,1965,121,0
3.53,2,13360.78,Vocational,2008,121,0
2.03,7,13179.93,Vocational,1962,122,3
2.61,24,13255.68,Vocational,1973,121,0
2.59,0,13269.32,Vocational,1964,121,1
3.12,16,13308.64,Vocational,1964,122,1
2.17,18,13217.38,Vocational,2012,121,0
1.23,0,13121.92,Vocational,2004,123,1
2.86,1,13307.7,Vocational,1972,121,0
1.58,32,13172.77,Vocational,1978,120,3
3.33,39,13325.36,Vocational,2014,122,0
3.28,22,13338.31,Vocational,1991,126,0
2.24,16,13221.06,Vocational,2008,122,1
2.65,12,13274.95,Vocational,1988,122,1
2.09,3,13190.67,Vocational,2015,123,0
3.16,12,13331.42,Vocational,1973,121,1
2.65,20,13261.83,Vocational,1988,122,1
2.7,7,13283.31,Vocational,1968,121,1
2.15,26,13224.37,Vocational,1963,120,1
2.08,19,13221.78,Vocational,1992,122,0
2.53,21,13264.85,Vocational,1966,121,2
2.54,4,13261.81,Vocational,2012,122,1
2.73,20,13259.46,Vocational,2006,121,0
2.69,14,13279.58,Vocational,1989,121,1
3.43,38,13354.12,Vocational,1979,120,1
2.49,4,13255.52,Vocational,1980,121,1
3.02,48,13299.43,Vocational,1962,121,3
3.21,13,13319.01,Vocational,1961,122,1
2.57,4,13276.52,Vocational,1984,120,3
3,1,13293.36,Vocational,1992,120,0
3.09,6,13290.76,Vocational,1987,121,0
3.42,76,13344.98,Vocational,1991,123,1
1.91,9,13200.96,Vocational,1961,124,3
2.21,20,13223.38,Vocational,1975,120,1
3.1,5,13321.17,Vocational,2001,120,1
3.41,8,13338.28,Vocational,1996,121,1
1.61,72,13156.02,Vocational,2013,120,0
2.68,9,13276.47,Vocational,1983,122,1
3.3,2,13315.69,Vocational,1998,121,0
1.93,31,13190.93,Vocational,1972,120,0
2.45,11,13256.75,Vocational,1978,125,0
2.22,5,13213.3,Vocational,1992,120,0
2.47,1,13253.31,Vocational,1978,120,0
2.42,4,13227.62,Vocational,2012,125,1
2.05,14,13185.6,Vocational,2001,124,0
2.59,28,13267.91,Vocational,1997,126,2
2.36,16,13233.5,Vocational,1970,122,1
2.23,11,13217.52,Vocational,2007,121,4
3.28,6,13323.75,Vocational,1989,120,0
2.94,36,13301.68,Vocational,2007,123,1
2.7,36,13262.77,Vocational,2004,121,1
2.17,31,13233.57,Vocational,1986,123,0
2.13,22,13220.48,Vocational,1986,120,0
2.45,14,13246.86,Vocational,1974,120,1
2.5,22,13243.82,Vocational,1993,125,0
1.88,24,13193.3,Vocational,1999,122,1
2.67,61,13267.08,Vocational,1979,123,0
2.31,65,13239.09,Vocational,1998,121,1
2.27,9,13228.21,Vocational,1998,122,3
2.76,18,13277.69,Vocational,1996,121,1
2.8,8,13266.69,Vocational,1998,120,4
2.01,11,13206.11,Vocational,2004,120,2
2.77,7,13288.49,Vocational,2014,124,0
1.66,27,13170.52,Vocational,1967,120,3
2.21,16,13205.8,Vocational,1967,121,1
1.57,46,13143.27,Vocational,1961,121,0
2.71,20,13281.21,Vocational,1974,122,0
2.01,7,13192.3,Vocational,1990,124,1
2.44,15,13253.84,Vocational,1968,121,6
2.25,9,13231.63,Vocational,1966,125,4
1.92,30,13209.79,Vocational,2000,121,0
2.8,34,13277.25,Vocational,2004,120,0
2.54,4,13270.25,Vocational,2010,126,0
3.59,19,13366.8,Vocational,1980,121,1
2.26,5,13228.85,Vocational,1983,122,0
2.17,41,13221.29,Vocational,1981,121,1
2.91,29,13313.52,Vocational,2006,120,1
2.91,12,13274.92,Vocational,1995,123,0
2.79,7,13279.29,Vocational,2013,122,0
2.43,1,13252.06,Vocational,2007,121,1
2.5,9,13244.13,Vocational,1971,121,0
2.17,1,13194.38,Vocational,1963,121,0
2.83,3,13279.52,Vocational,2013,121,2
2.63,12,13267.15,Vocational,2000,121,1
2.41,61,13238.91,Vocational,2003,120,2
2.36,24,13232.48,Vocational,1983,125,0
2.22,37,13218.38,Vocational,2009,120,2
1.97,5,13195.33,Vocational,2007,126,3
2.52,1,13248.64,Vocational,2001,121,0
2.04,56,13209.7,Vocational,1996,120,0
2.7,28,13286.71,Vocational,2008,123,0
1.94,22,13199.48,Vocational,2012,122,2
2.9,13,13274.53,Vocational,1963,123,2
2.09,17,13220.41,Vocational,1991,121,1
2.76,8,13251.53,Vocational,1985,120,1
1.91,17,13183.53,Vocational,2009,121,1
2.61,12,13259.25,Vocational,1996,124,0
1.79,36,13180.19,Vocational,2004,125,1
2.18,57,13219.75,Vocational,1985,120,0
2.66,3,13271.54,Vocational,1984,120,0
1.35,29,13140.74,Vocational,1979,121,1
2.73,14,13275.76,Vocational,1971,120,0
1.85,4,13185.62,Vocational,2009,121,1
2.33,5,13240.5,Vocational,1961,123,0
1.71,12,13190.27,Vocational,1998,120,1
2.39,60,13248.72,Vocational,2000,120,0
2.66,10,13260.79,Vocational,1967,121,1
1.8,6,13171.69,Vocational,2012,123,0
2.38,64,13228.97,Vocational,1965,124,2
2.26,28,13227.53,Vocational,1987,124,1
2.45,7,13247.28,Vocational,2014,121,0
2.51,11,13255.92,Vocational,1966,122,3
3.05,46,13308.68,Vocational,1970,127,1
3.15,48,13302.48,Vocational,1971,128,2
1.6,13,13163.88,Vocational,2011,125,4
3.55,27,13353.86,Vocational,1965,120,1
1.78,24,13180.93,Vocational,1968,121,1
2.2,1,13216.19,Vocational,1970,121,1
2.22,9,13224.08,Vocational,2011,122,0
3.36,7,13341.69,Vocational,1972,122,1
2.57,14,13258.34,Vocational,1989,122,1
2.24,42,13234.66,Vocational,1966,121,4
2.68,37,13252.73,Vocational,2007,123,0
1.71,8,13169.66,Vocational,2010,121,1
2.68,3,13278.9,Vocational,1980,120,1
2.76,1,13270.73,Vocational,1961,122,0
2.23,7,13225.16,Vocational,2014,121,0
2.21,16,13242.44,Vocational,1964,120,0
2.88,29,13279.74,Vocational,2001,121,1
1.52,11,13154.55,Vocational,2000,123,0
2.11,33,13206.61,Vocational,1967,124,0
3.28,38,13319.89,Vocational,1993,123,0
2.44,7,13263.3,Vocational,2014,122,2
2.52,27,13254.35,Vocational,1962,122,1
2.22,8,13207.67,Vocational,1981,121,5
1.42,16,13140.82,Vocational,1997,121,2
2.69,1,13287.42,Vocational,1965,120,2
2.85,5,13295.47,Vocational,1977,121,0
2.13,12,13230.1,Vocational,2009,121,1
1.88,4,13208.39,Vocational,2006,122,0
2.36,27,13232.77,Vocational,2004,120,1
2.47,1,13259.09,Vocational,1973,121,0
3.33,66,13327.12,Vocational,1989,125,0
3.29,1,13325.35,Vocational,1973,124,0
1.82,41,13193.96,Vocational,1968,121,2
1.96,33,13200.07,Vocational,1981,120,3
1.72,14,13183.15,Vocational,1963,122,1
2.82,1,13277.97,Vocational,1967,120,0
2.16,6,13222.74,Vocational,1963,122,0
2.34,15,13239.8,Vocational,1994,122,2
2.42,25,13240.29,Vocational,1966,122,1
2.41,7,13232.98,Vocational,1992,120,1
2.06,12,13221.16,Vocational,2015,121,1
2.73,48,13268.21,Vocational,1972,121,1
2.42,57,13228.93,Vocational,2011,122,1
2.31,33,13251.93,Vocational,1963,123,3
2.4,28,13252.55,Vocational,1963,122,0
1.5,26,13153.45,Vocational,2009,123,3
2.21,4,13219.44,Vocational,2013,121,1
2.25,22,13214.17,Vocational,1962,122,1
2.99,59,13298.95,Vocational,1998,122,0
2.81,27,13274.42,Vocational,1980,127,1
2.71,17,13292.77,Vocational,1986,123,2
1.82,37,13164.64,Vocational,1984,121,1
3.14,81,13327.78,Vocational,1969,124,2
2.11,5,13217.42,Vocational,2015,121,1
2.14,13,13223.12,Vocational,1981,122,0
3.39,0,13330.49,Vocational,1965,121,3
2.76,19,13257.48,Vocational,2009,122,1
2.35,6,13231.65,Vocational,1985,121,2
3.36,14,13352.06,Vocational,1990,120,1
2.42,4,13247.4,Vocational,1990,121,1
2.3,2,13216.19,Vocational,1990,120,1
2.53,30,13255.74,Vocational,1982,120,1
2.49,2,13247.14,Vocational,1978,121,3
3.41,16,13341.13,Vocational,1997,122,0
2.21,10,13227.25,Vocational,1986,120,1
2.34,21,13230.37,Vocational,1965,120,0
2.59,26,13250.15,Vocational,2014,121,0
3.01,1,13283.45,Vocational,2004,122,0
2.15,39,13223.42,Vocational,1996,128,2
2.81,61,13289.48,Vocational,2011,122,0
2.34,0,13248.67,Vocational,1970,122,1
3.07,41,13299.37,Vocational,1995,121,0
3.15,20,13304.71,Vocational,1990,121,0
2.33,11,13251.92,Vocational,2000,121,1
2.67,10,13268.14,Vocational,1979,122,0
2.8,29,13270.42,Vocational,1985,120,3
2.32,32,13237.31,Vocational,2001,123,0
1.91,26,13196.47,Vocational,1963,121,1
2.23,36,13215.94,Vocational,1979,121,1
2.47,9,13237.56,Vocational,1986,134,1
2.31,6,13232.65,Vocational,2011,121,0
2.44,13,13227.76,Vocational,1994,121,0
2.03,27,13215.14,Vocational,1980,121,0
2.37,29,13227.65,Vocational,1994,122,1
3.32,54,13318.06,Vocational,1990,125,2
2.36,6,13213.68,Vocational,1994,121,1
2.29,42,13213.99,Vocational,1998,126,1
3.13,15,13319.14,Vocational,1992,120,3
2.3,37,13235.97,Vocational,2011,120,2
2.41,40,13249.42,Vocational,2012,121,0
2.88,14,13291.28,Vocational,2006,125,0
2.22,14,13223.91,Vocational,2001,120,0
2.47,19,13244.86,Vocational,1977,126,0
2.74,32,13275.67,Vocational,1973,123,0
2.28,18,13227.39,Vocational,2004,123,0
2.74,10,13256.95,Vocational,1984,121,0
2,56,13210.3,Vocational,2001,120,1
3.03,4,13305.35,Vocational,1989,127,0
2.73,1,13275.02,Vocational,1996,122,0
1.71,7,13160.1,Vocational,1969,120,1
3.04,16,13299.19,Vocational,1963,120,0
2.07,2,13203.2,Vocational,1965,120,0
2.46,0,13245.16,Vocational,1974,122,0
3.22,20,13318.98,Vocational,1987,122,3
2.91,2,13295.99,Vocational,1985,123,0
2.05,22,13194.2,Vocational,1961,123,2
2.65,12,13258.7,Vocational,1970,124,1
2.59,57,13263.4,Vocational,1993,121,2
3.24,37,13321.7,Vocational,1995,120,1
3.54,86,13356.34,Vocational,1968,122,0
2.87,7,13285.43,Vocational,1986,121,1
2.61,10,13265.19,Vocational,1974,121,1
3.08,57,13312.5,Vocational,2009,122,0
2.48,62,13249.75,Vocational,2003,122,0
1.72,5,13174.46,Vocational,1982,124,0
2.63,15,13252.4,Vocational,2009,123,1
1.37,27,13149.35,Vocational,1987,128,0
2.09,3,13182.77,Vocational,2004,121,2
2.35,2,13223.9,Vocational,1970,121,1
2.19,29,13223.55,Vocational,1993,123,0
2.02,43,13206.53,Vocational,2007,123,0
2.08,42,13210.33,Vocational,1966,122,1
2.97,12,13281.05,Vocational,1967,120,1
2.78,3,13294.85,Vocational,1976,125,2
2.93,13,13297.14,Vocational,2002,121,2
1.96,1,13195.41,Vocational,1982,123,2
2.4,1,13224.39,Vocational,1967,123,1
3.03,5,13296.09,Vocational,1967,121,0
2.43,8,13243.32,Vocational,1986,120,1
2.73,0,13242.93,Vocational,1965,121,0
2.57,19,13251.2,Vocational,2000,120,0
2.31,66,13207.09,Vocational,1976,120,1
2.37,62,13247.9,Vocational,1996,120,1
